,,,2020-03-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-06-01 00:00:00
cochabamba,punata,50-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cochabamba,punata,>= 60,0,0,0,0,0,0,0,5,4,7,1,4,0,3,0,0,1,0,0,0,0,0,1,2,1,1,1,2,1,0,0,2
cochabamba,quillacollo,20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
cochabamba,quillacollo,40-49,0,0,0,0,0,0,0,0,4,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,1
cochabamba,quillacollo,50-59,0,0,0,0,0,1,0,1,3,12,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,5,1,3
cochabamba,quillacollo,>= 60,0,0,0,0,1,0,2,7,0,19,7,15,0,1,0,0,0,0,0,0,2,8,0,5,3,2,1,0,4,9,4,1
cochabamba,sacaba,0-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,sacaba,20-39,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cochabamba,sacaba,40-49,0,0,0,0,0,0,2,7,0,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,sacaba,50-59,0,0,0,0,0,2,4,17,7,20,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cochabamba,sacaba,>= 60,0,0,0,0,0,5,6,24,17,43,8,15,1,1,0,0,0,0,0,0,4,3,0,0,0,0,5,4,0,0,0,0
cochabamba,san benito,20-39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,san benito,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,san benito,>= 60,0,0,0,0,1,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,santivanes,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,santivanes,>= 60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,shinaota,40-49,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,shinaota,50-59,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cochabamba,shinaota,>= 60,0,0,0,0,0,0,2,9,3,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
cochabamba,sipe sipe,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cochabamba,sipe sipe,50-59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,sipe sipe,>= 60,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
cochabamba,tacopaya,>= 60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tapacari,50-59,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tapacari,>= 60,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tarata,20-39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tarata,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tarata,>= 60,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiquipaya,40-49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiquipaya,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiquipaya,>= 60,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cochabamba,tiraque (cbba),20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiraque (cbba),40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiraque (cbba),50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tiraque (cbba),>= 60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,toco,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,toco,>= 60,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,tolata,>= 60,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,totora(cbba),20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,totora(cbba),>= 60,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vacas,>= 60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vila vila,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,villa rivero,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,villa tunari,0-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,villa tunari,20-39,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,villa tunari,40-49,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,villa tunari,50-59,0,0,0,0,0,0,3,4,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cochabamba,villa tunari,>= 60,0,0,0,0,0,0,2,4,5,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vinto,20-39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vinto,40-49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vinto,50-59,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cochabamba,vinto,>= 60,0,0,0,0,0,0,0,4,2,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,andamarca,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,andamarca,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
oruro,antequera,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,caracollo,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oruro,caracollo,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
oruro,caracollo,>= 60,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
oruro,challapata,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,challapata,50-59,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oruro,challapata,>= 60,0,0,0,0,0,0,1,1,1,5,2,2,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
oruro,corque,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,curahuara de carangas,40-49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,el choro,>= 60,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,eucaliptus,40-49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,eucaliptus,50-59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,eucaliptus,>= 60,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huachacalla,20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huachacalla,>= 60,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huanuni,0-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huanuni,20-39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huanuni,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oruro,huanuni,50-59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,huanuni,>= 60,0,0,0,0,0,0,2,1,4,8,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oruro,machacamarca,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,oruro,0-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oruro,oruro,20-39,0,0,0,0,2,1,1,0,3,5,0,2,1,0,2,1,0,1,0,1,1,1,0,3,1,1,0,0,2,11,0,0
oruro,oruro,40-49,0,0,0,1,0,0,0,2,1,8,2,10,0,3,0,0,0,0,1,0,3,8,1,7,1,3,1,4,4,7,0,1
oruro,oruro,50-59,0,0,0,2,0,0,2,8,4,21,7,19,2,3,0,1,1,0,1,0,5,6,5,12,0,3,2,3,11,8,1,0
oruro,oruro,>= 60,0,0,2,0,0,3,8,16,27,61,12,38,2,12,6,3,1,2,1,5,19,48,21,42,4,12,9,14,22,45,0,2
oruro,pazna,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,pazna,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
oruro,poopo,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,poopo,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,salinas de garci mendoza,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
oruro,salinas de garci mendoza,>= 60,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
oruro,soracachi,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,soracachi,>= 60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,toledo,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oruro,totora(orr),40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oruro,totora(orr),>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,atocha,20-39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,atocha,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,betanzos,>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,chayanta,>= 60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,chuquihuta ayllu jucumani,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,"colcha ""k""",40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
potosi,"colcha ""k""",>= 60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
potosi,llallagua,20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,llallagua,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,llallagua,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,llallagua,>= 60,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,ocuri,>= 60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,pocoata,20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,pocoata,>= 60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,porco,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,potosi,0-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
potosi,potosi,20-39,0,0,0,0,0,0,0,1,0,3,8,3,1,1,0,2,0,0,0,0,2,0,0,3,0,0,1,0,3,5,1,1
potosi,potosi,40-49,0,0,0,0,0,0,0,3,5,6,3,10,4,0,3,2,2,0,0,0,1,2,0,1,1,3,0,0,1,5,1,3
potosi,potosi,50-59,0,0,0,0,0,0,1,0,5,4,4,14,0,3,1,1,1,2,0,0,6,2,2,7,2,6,2,0,5,4,3,1
potosi,potosi,>= 60,0,0,1,0,0,1,0,3,6,23,21,28,2,9,0,2,2,0,7,4,12,13,10,8,0,5,3,3,7,7,4,3
potosi,puna,50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,puna,>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,tahua,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,tinguipaya,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,tomave,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,tupiza,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
potosi,tupiza,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,tupiza,>= 60,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,4,1,1,0,0,3,3,3,3,0,1,0,0,0,0,0,0
potosi,uyuni,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
potosi,uyuni,50-59,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
potosi,uyuni,>= 60,0,0,0,0,0,0,0,0,1,0,2,5,3,8,0,1,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0
potosi,villazon,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,villazon,50-59,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,villazon,>= 60,0,0,0,0,0,0,0,0,1,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potosi,yocalla,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,bermejo,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,bermejo,20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,bermejo,40-49,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tarija,bermejo,50-59,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,bermejo,>= 60,0,0,0,1,0,0,0,0,0,1,1,0,2,5,1,4,0,2,0,1,2,0,0,1,1,3,2,2,0,0,0,0
tarija,carapari,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,entre rios  trj,20-39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,entre rios  trj,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,entre rios  trj,50-59,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,entre rios  trj,>= 60,0,0,0,0,0,0,0,0,3,12,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tarija,san lorenzo(tja),50-59,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,san lorenzo(tja),>= 60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,tarija,0-19,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tarija,tarija,20-39,0,0,0,0,1,0,0,1,1,1,2,4,0,2,1,0,2,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0
tarija,tarija,40-49,0,0,0,0,0,0,1,0,0,7,3,8,1,8,2,3,1,1,1,1,0,3,0,3,2,4,0,1,1,0,0,0
tarija,tarija,50-59,0,0,0,0,0,1,0,1,8,12,8,11,3,16,4,5,0,0,0,1,2,3,4,7,4,4,1,4,0,0,0,0
tarija,tarija,>= 60,1,0,0,1,2,1,4,4,18,38,29,60,17,34,7,26,1,3,0,4,9,18,8,21,10,18,6,13,0,0,0,0
tarija,villa montes,0-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarija,villa montes,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tarija,villa montes,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tarija,villa montes,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tarija,villa montes,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,1,2,0,0,0,1,1,0,1,0,0
tarija,yacuiba,20-39,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tarija,yacuiba,40-49,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tarija,yacuiba,50-59,0,0,0,0,0,0,0,1,0,1,5,9,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tarija,yacuiba,>= 60,0,0,0,0,0,0,0,0,3,7,17,16,21,31,3,8,0,1,1,1,3,6,3,7,0,3,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,0-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,50-59,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
santa.cruz,ascencion de guarayos,>= 60,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,boyuibe,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
santa.cruz,buena vista,50-59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,buena vista,>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cabezas,20-39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cabezas,50-59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cabezas,>= 60,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1
santa.cruz,camiri,0-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,camiri,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,camiri,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,camiri,50-59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,camiri,>= 60,0,0,0,0,0,0,1,0,2,0,2,0,1,3,2,0,1,2,0,0,3,2,1,0,0,0,1,0,1,0,0,0
santa.cruz,carmen rivero torrez,40-49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,carmen rivero torrez,50-59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,carmen rivero torrez,>= 60,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,charagua,40-49,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
